0.92
10.79
6.45
1.24
0.91
2.79
2.38
1.04
4.79
1.74
1.35
6.84
3.44
2.02
3.95
7.30
1.67
0.79
1.33
3.77
1.41
0.82
1.43
2.34
0.92
1.39
2.78
1.69
2.45
3.03
0.64
1.67
1.53
2.38
2.18
4.05
0.81
1.76
2.48
2.73
6.51
0.97
3.10
2.36
2.04
7.28
1.79
1.43
0.83
2.57
